id,name,address,city,state,zip,longitude,latitude
809,Villareal's Ice House and Concert Grounds,18508 Bandera Rd,Helotes,Texas,78023,-98.688421,29.563569
810,VIP's`,501 St. James,,Texas,,-97.604719,29.567178
811,Virginia's Ace-Hi-Lounge,1912 Pleasanton Road,,Texas,,-98.503931,29.363488
812,Viva Tacoland,103 W. Grayson St.,San Antonio,Texas,78212,-98.481701,29.445037
813,Vybrations Luxury Lounge,8800 Broadway #802,San Antonio,Texas,78217,-98.460008,29.519678
814,Wacky's,2718 N. St Mary's,San Antonio,Texas,78212,-98.486455,29.45064
815,Waldo's,14532 Brook Hollow Blvd,San Antonio,Texas,78232,-98.474735,29.579686
816,Walton Buggy Works,8753 Wurzbach,San Antonio,Texas,78240,-98.568898,29.524524
817,Water Street Oyster Bat,7500 Broadway,,Texas,,-96.39186,30.671419
818,Watson Fine Arts Center,"1801 Martin Luther King, Jr. Drive",San Antonio,Texas,78203,-98.45481,29.414071
819,Wax Club Lounge,3903 Fredericksburg,,Texas,,-98.871984,30.275201
820,Wayfarer Lounge,2635 NE Interstate 410 Loop,San Antonio,Texas,78217,-98.427862,29.531482
821,Weathered Souls,606 Embassy Oaks #500,San Antonio,Texas,78216,-98.489317,29.564401
822,Web House Café & Bar,320 Blanco Rd,San Antonio,Texas,78212,-98.507677,29.449005
823,West Avenue Club & Sports Bar,2211 San Pedro Ave. ,San Antonio,Texas,78212,-98.49953,29.455399
824,Wetmore City Limits,12329 Wetmore Rd ,San Antonio,Texas,78247,-98.428244,29.553739
825,Whiskey Cake,15900 La Cantera Pkwy Suite 21200,San Antonio,Texas,78256,-98.61094,29.593293
826,Who Knows Lounge,5660 FM 78 Road,Kibry,Texas,78219,-98.37907,29.474391
827,Wild Wild West,2482 NE Loop 410,San Antonio,Texas,78217,-98.416774,29.515255
828,Willis Corner,1515 S. Gevers,,Texas,,-95.4800608,30.4249479
829,Witolds,2623 N. St. Mary's Street,San Antonio,Texas,78212,-98.487396,29.450364
830,Witte Museum,3801 Broadway St. ,San Antonio,Texas,78209,-98.46731,29.461738
831,Woodlake Country Club,4500 West Ave,San Antonio,Texas,78213,-98.525427,29.506472
832,Woodlawn Theatre,1920 Fredericksburg Rd,San Antonio,Texas,78201,-98.524326,29.463276
833,Wyndham Garden Riverwalk,103 9th Street,San Antonio,Texas,78215,-98.484222,29.434716
834,Yellow Rose Country and Western Bar,I10 and Wurzbach,,Texas,,-94.64242,30.146324
835,Yosemite Sam's,5999 De Zavala Rd,San Antonio,Texas,78249,-98.600799,29.563786
836,Zanzibar Nite Club,"Location, six blocks out of city limits, off Risgby, on Sulphur Spring road.",,Texas,,-95.417255,30.079883
837,Zig Zag,2803 NE Loop 410,San Antonio,Texas,78213,-98.40889,29.5172
838,Zip 2 Five Sports and Spirits,2432 Nogalitos St,San Antonio,Texas,78225,-98.52048,29.389974
839,Zombies,12285 Nacogdoches,San Antonio,Texas,78217,-98.40754,29.5527
840,Zombies Bar and Live Music Venue,4202 Thousand Oaks Dr.,San Antonio,Texas,78217,-98.411469,29.552856
841,108 Noth Centre,108 North Centre,San Antonio,Texas,78202,-98.479619,29.422591
842,Club Rico,1003 Rittiman Rd,San Antonio,Texas,78215,-98.428869,29.485887
843,IWC Auditorium,4301 Broadway,San Antonio,Texas,78209,-98.466515,29.466194
844,Jefferson United Methodist Church, 758 Donaldson Ave,San Antonio,Texas,78201,-98.539801,29.463684
845,Hemisfair Plaza,434 S Alamo St,San Antonio,Texas,78205,-98.487966,29.419552
846,Hemisfair Park,435 S Alamo St,San Antonio,Texas,78205,-98.488253,29.417968
847,Hilton Palacio del Rio,200 S Alamo St,San Antonio,Texas,78205,-98.487846,29.422428
848,Castle Hills Baptist Church,6209 West Ave,San Antonio,Texas,78213,-98.526422,29.520143
849,Austin Municipal Auditorium,701 W. Riverside Drive,San Antonio,Texas,78204,-98.475583,29.385357
850,Laurel Heights United Methodist Church,227 W. Woodlawn Ave,San Antonio,Texas,78212,-98.496843,29.453279
851,St. James New Hall,907 W Theo St,San Antonio,Texas,78225,-98.519758,29.388212
852,Woodlawn Park,1103 Cincinnati Ave,San Antonio,Texas,78201,-98.532575,29.45187
853,Comanche Park,2600 Rigsby Ave,San Antonio,Texas,78222,-98.416132,29.398787
854,La Fuente Super Ballroom,3310 S Zarzamora,San Antonio,Texas,78225,-98.523947,29.386665
855,The Beauregard Cafe,320 Beauregard St,San Antonio,Texas,78210,-98.47313,29.397191
856,The Gunter Hotel,205 E Houston St.,San Antonio,Texas,78205,-98.495141,29.4246
857,Barney's-Bandera,607 11 th St,Bandera ,Texas,78003,-99.075,29.7258
858,Live Oak Civic Center,8101 Pat Booker Rd.,San Antonio,Texas,78233,-98.369258,29.556973
859,Crazy Horse Saloon,2623 N St Mary's St,San Antonio,Texas,78212,-98.495141,29.4246
860,Swizzle Stick Lounge,5951 Ingram Road,San Antonio,Texas,78228,-98.601714,29.466892
861,Mel's,326 E. Grayson St.,San Antonio,Texas,78215,-98.477513,29.44345
862,O'Riley's,Pat Booker Rd & Coronado Blvd,Universal City,Texas,78148,-98.3128263333333,29.55568
863,White Rabbit,2410 N St Mary's St,San Antonio,Texas,78212,-98.487504,29.448645
864,Quiet Valley Ranch,3876 Medina Highway,Kerrville,Texas,78028,-99.140021,30.047469
865,G.W. Carver Library Auditorium,3350 E Commerce St. ,San Antonio,Texas,78202,-98.495141,29.4246
866,Mission County Park, 6030 Padre Dr,San Antonio,Texas,78214,-98.492656,29.361635
867,Villita Assembly Building,145 Navarro St,San Antonio,Texas,78205,-98.49068,29.42272
868,La Villita,418 Villita St,San Antonio,Texas,78205,-98.488729,29.421076
869,"Maverick Plaza, La Villita",418 Villita St,San Antonio,Texas,78205,-98.488729,29.421076
870,La Villita Assembly Hall,401 Villita St,San Antonio,Texas,78205,-98.489325,29.422272
871,Carver Library Auditorium,226 N Hackberry,San Antonio,Texas,78202,-98.472608,29.422056
872,Carver Community Cultural Center,226 N Hackberry,San Antonio,Texas,78202,-98.472608,29.422056
